year,证券代码,代码,公司名称,ESG综合评级
2023,300026,300026.SZ,红日药业,B-
2015,300027,300027.SZ,华谊兄弟,C+
2016,300027,300027.SZ,华谊兄弟,C+
2017,300027,300027.SZ,华谊兄弟,C+
2018,300027,300027.SZ,华谊兄弟,C+
2019,300027,300027.SZ,华谊兄弟,B-
2018,300032,300032.SZ,金龙机电,B-
2015,300033,300033.SZ,同花顺,C+
2017,300033,300033.SZ,同花顺,C+
2018,300033,300033.SZ,同花顺,C+
2019,300033,300033.SZ,同花顺,C+
2020,300033,300033.SZ,同花顺,C+
2021,300033,300033.SZ,同花顺,C+
2022,300033,300033.SZ,同花顺,C+
2023,300033,300033.SZ,同花顺,C+
2021,300037,300037.SZ,新宙邦,B-
2022,300037,300037.SZ,新宙邦,B-
2023,300037,300037.SZ,新宙邦,B
2018,300039,300039.SZ,上海凯宝,B
2018,300043,300043.SZ,星辉娱乐,B-
2018,300055,300055.SZ,万邦达,C+
2019,300055,300055.SZ,万邦达,B-
2015,300058,300058.SZ,蓝色光标,B-
2016,300058,300058.SZ,蓝色光标,B-
2017,300058,300058.SZ,蓝色光标,C+
2018,300058,300058.SZ,蓝色光标,B-
2019,300058,300058.SZ,蓝色光标,B-
2020,300058,300058.SZ,蓝色光标,B-
2021,300058,300058.SZ,蓝色光标,B-
2022,300058,300058.SZ,蓝色光标,B
2023,300058,300058.SZ,蓝色光标,B
2015,300059,300059.SZ,东方财富,C+
2016,300059,300059.SZ,东方财富,C+
2017,300059,300059.SZ,东方财富,C+
2018,300059,300059.SZ,东方财富,C+
2019,300059,300059.SZ,东方财富,B-
2020,300059,300059.SZ,东方财富,B-
2021,300059,300059.SZ,东方财富,B-
2022,300059,300059.SZ,东方财富,B
2023,300059,300059.SZ,东方财富,B
2015,300070,300070.SZ,碧水源,B-
2016,300070,300070.SZ,碧水源,B-
2017,300070,300070.SZ,碧水源,C+
2018,300070,300070.SZ,碧水源,B-
2019,300070,300070.SZ,碧水源,B-
2020,300070,300070.SZ,碧水源,C+
2021,300070,300070.SZ,碧水源,B-
2022,300070,300070.SZ,碧水源,B
2023,300070,300070.SZ,碧水源,B
2015,300072,300072.SZ,三聚环保,B-
2015,300072,300072.SZ,三聚环保,B-
2017,300072,300072.SZ,三聚环保,C+
2018,300072,300072.SZ,三聚环保,B-
2019,300072,300072.SZ,三聚环保,B-
2020,300072,300072.SZ,三聚环保,B
2021,300072,300072.SZ,三聚环保,B
2022,300072,300072.SZ,海新能科,B-
2022,300073,300073.SZ,当升科技,B-
2023,300073,300073.SZ,当升科技,B
2016,300085,300085.SZ,银之杰,B-
2018,300088,300088.SZ,长信科技,C+
2019,300088,300088.SZ,长信科技,B-
2020,300088,300088.SZ,长信科技,C+
2021,300088,300088.SZ,长信科技,B-
2022,300088,300088.SZ,长信科技,C+
2023,300088,300088.SZ,长信科技,C+
2018,300113,300113.SZ,顺网科技,B-
2019,300113,300113.SZ,顺网科技,B-
2020,300113,300113.SZ,顺网科技,B-
2021,300113,300113.SZ,顺网科技,B-
2018,300115,300115.SZ,长盈精密,B-
2019,300115,300115.SZ,长盈精密,B-
2020,300115,300115.SZ,长盈精密,B-
2021,300115,300115.SZ,长盈精密,B-
2022,300115,300115.SZ,长盈精密,B-
2023,300115,300115.SZ,长盈精密,B-
2018,300116,300116.SZ,保力新,C+
2023,300118,300118.SZ,东方日升,B
2018,300122,300122.SZ,智飞生物,B-
2019,300122,300122.SZ,智飞生物,B
2020,300122,300122.SZ,智飞生物,B
2021,300122,300122.SZ,智飞生物,B
2022,300122,300122.SZ,智飞生物,B+
2023,300122,300122.SZ,智飞生物,A-
2015,300124,300124.SZ,汇川技术,B-
2016,300124,300124.SZ,汇川技术,B-
2017,300124,300124.SZ,汇川技术,B-
2018,300124,300124.SZ,汇川技术,B-
2019,300124,300124.SZ,汇川技术,B-
2020,300124,300124.SZ,汇川技术,B-
2021,300124,300124.SZ,汇川技术,B+
2022,300124,300124.SZ,汇川技术,B+
2023,300124,300124.SZ,汇川技术,B+
2015,300133,300133.SZ,华策影视,C+
2016,300133,300133.SZ,华策影视,C+
2017,300133,300133.SZ,华策影视,C+
2018,300133,300133.SZ,华策影视,C+
2019,300133,300133.SZ,华策影视,B-
2020,300133,300133.SZ,华策影视,B-
2021,300133,300133.SZ,华策影视,B-
2018,300134,300134.SZ,大富科技,B-
2019,300134,300134.SZ,大富科技,B-
2020,300134,300134.SZ,大富科技,B-
2018,300136,300136.SZ,信维通信,B-
2019,300136,300136.SZ,信维通信,B-
2020,300136,300136.SZ,信维通信,B-
2021,300136,300136.SZ,信维通信,B
2022,300136,300136.SZ,信维通信,B+
2023,300136,300136.SZ,信维通信,B+
2019,300142,300142.SZ,沃森生物,B-
2020,300142,300142.SZ,沃森生物,B-
2021,300142,300142.SZ,沃森生物,B+
2022,300142,300142.SZ,沃森生物,B
2023,300142,300142.SZ,沃森生物,B
2016,300144,300144.SZ,宋城演艺,C+
2017,300144,300144.SZ,宋城演艺,C+
2018,300144,300144.SZ,宋城演艺,B-
2019,300144,300144.SZ,宋城演艺,B-
2020,300144,300144.SZ,宋城演艺,B-
2021,300144,300144.SZ,宋城演艺,B-
2022,300144,300144.SZ,宋城演艺,C+
2023,300144,300144.SZ,宋城演艺,C+
2015,300146,300146.SZ,汤臣倍健,C+
2016,300146,300146.SZ,汤臣倍健,C+
2016,300146,300146.SZ,汤臣倍健,C+
2018,300146,300146.SZ,汤臣倍健,B-
2021,300146,300146.SZ,汤臣倍健,B-
2022,300146,300146.SZ,汤臣倍健,B-
2023,300146,300146.SZ,汤臣倍健,B-
2018,300159,300159.SZ,新研股份,B-
2019,300159,300159.SZ,新研股份,B-
2018,300166,300166.SZ,东方国信,C+
2019,300166,300166.SZ,东方国信,C+
2020,300166,300166.SZ,东方国信,C+
2021,300166,300166.SZ,东方国信,B-
2022,300166,300166.SZ,东方国信,B-
2016,300168,300168.SZ,万达信息,B-
2017,300168,300168.SZ,万达信息,B-
2019,300168,300168.SZ,万达信息,B-
2020,300168,300168.SZ,万达信息,B-
2021,300168,300168.SZ,万达信息,B-
2022,300168,300168.SZ,万达信息,B-
2020,300180,300180.SZ,华峰超纤,B-
2021,300180,300180.SZ,华峰超纤,B-
2018,300182,300182.SZ,捷成世纪,B-
2019,300182,300182.SZ,捷成世纪,B-
2020,300182,300182.SZ,捷成世纪,B-
2021,300182,300182.SZ,捷成世纪,B-
2022,300182,300182.SZ,捷成股份,C+
2023,300182,300182.SZ,捷成股份,C+
2018,300197,300197.SZ,节能铁汉,B-
2019,300197,300197.SZ,节能铁汉,B
2020,300197,300197.SZ,节能铁汉,B
2018,300199,300199.SZ,翰宇药业,B-
2019,300199,300199.SZ,翰宇药业,B-
2018,300202,300202.SZ,聚龙股份,B-
2019,300207,300207.SZ,欣旺达,B-
2020,300207,300207.SZ,欣旺达,C+
2021,300207,300207.SZ,欣旺达,B+
2022,300207,300207.SZ,欣旺达,A-
2023,300207,300207.SZ,欣旺达,A-
2020,300212,300212.SZ,易华录,B-
2021,300212,300212.SZ,易华录,B
2022,300212,300212.SZ,易华录,B-
2023,300212,300212.SZ,易华录,B-
2021,300223,300223.SZ,北京君正,C+
2022,300223,300223.SZ,北京君正,C+
2023,300223,300223.SZ,北京君正,C+
2018,300244,300244.SZ,迪安诊断,B-
2019,300244,300244.SZ,迪安诊断,B-
2020,300244,300244.SZ,迪安诊断,B-
2021,300244,300244.SZ,迪安诊断,B-
2022,300244,300244.SZ,迪安诊断,A-
2023,300244,300244.SZ,迪安诊断,A-
2015,300251,300251.SZ,光线传媒,C+
2016,300251,300251.SZ,光线传媒,C+
2017,300251,300251.SZ,光线传媒,C+
2018,300251,300251.SZ,光线传媒,C+
2019,300251,300251.SZ,光线传媒,B-
2020,300251,300251.SZ,光线传媒,B-
2021,300251,300251.SZ,光线传媒,B-
2022,300251,300251.SZ,光线传媒,C+
2023,300251,300251.SZ,光线传媒,C+
2018,300253,300253.SZ,卫宁健康,B-
2019,300253,300253.SZ,卫宁健康,B-
2020,300253,300253.SZ,卫宁健康,B-
2021,300253,300253.SZ,卫宁健康,C+
2022,300253,300253.SZ,卫宁健康,B-
2023,300253,300253.SZ,卫宁健康,B-
2018,300257,300257.SZ,开山股份,B-
2019,300257,300257.SZ,开山股份,B-
2020,300257,300257.SZ,开山股份,B
2021,300257,300257.SZ,开山股份,B-
2022,300257,300257.SZ,开山股份,C+
2023,300257,300257.SZ,开山股份,C+
2018,300266,300266.SZ,兴源环境,B-
2019,300266,300266.SZ,兴源环境,B
2020,300271,300271.SZ,华宇软件,B
2021,300271,300271.SZ,华宇软件,B-
2018,300273,300273.SZ,和佳医疗,B-
2018,300274,300274.SZ,阳光电源,C+
2019,300274,300274.SZ,阳光电源,B+
2020,300274,300274.SZ,阳光电源,B+
2021,300274,300274.SZ,阳光电源,A-
2022,300274,300274.SZ,阳光电源,A-
2023,300274,300274.SZ,阳光电源,A-
2020,300285,300285.SZ,国瓷材料,B-
2021,300285,300285.SZ,国瓷材料,B
2022,300285,300285.SZ,国瓷材料,B+
2023,300285,300285.SZ,国瓷材料,B+
2018,300287,300287.SZ,飞利信,B-
2019,300287,300287.SZ,飞利信,B-
2018,300291,300291.SZ,华录百纳,B-
2019,300296,300296.SZ,利亚德,B
2020,300296,300296.SZ,利亚德,B
2021,300296,300296.SZ,利亚德,B+
2022,300296,300296.SZ,利亚德,B+
2023,300296,300296.SZ,利亚德,B+
2018,300297,300297.SZ,蓝盾股份,B-
2019,300297,300297.SZ,蓝盾股份,B-
2018,300308,300308.SZ,中际旭创,B-
2019,300308,300308.SZ,中际旭创,B-
2021,300308,300308.SZ,中际旭创,B-
2022,300308,300308.SZ,中际旭创,B+
2023,300308,300308.SZ,中际旭创,B+
2016,300315,300315.SZ,掌趣科技,C+
2017,300315,300315.SZ,掌趣科技,C+
2018,300315,300315.SZ,掌趣科技,C
2019,300315,300315.SZ,掌趣科技,B-
2020,300315,300315.SZ,掌趣科技,B-
2021,300315,300315.SZ,掌趣科技,B-
2019,300316,300316.SZ,晶盛机电,B-
2020,300316,300316.SZ,晶盛机电,B
2021,300316,300316.SZ,晶盛机电,B
2022,300316,300316.SZ,晶盛机电,B+
2023,300316,300316.SZ,晶盛机电,B+
2018,300324,300324.SZ,旋极信息,C+
2019,300324,300324.SZ,旋极信息,B-
2020,300324,300324.SZ,旋极信息,C+
2020,300347,300347.SZ,泰格医药,B
2021,300347,300347.SZ,泰格医药,A-
2022,300347,300347.SZ,泰格医药,A-
2023,300347,300347.SZ,泰格医药,A-
2020,300357,300357.SZ,我武生物,B-
2021,300357,300357.SZ,我武生物,B-
2022,300357,300357.SZ,我武生物,B
2023,300357,300357.SZ,我武生物,B
2022,300363,300363.SZ,博腾股份,B+
2023,300363,300363.SZ,博腾股份,B+
2023,300373,300373.SZ,扬杰科技,C+
2018,300376,300376.SZ,易事特,B-
2019,300376,300376.SZ,易事特,B-
2020,300376,300376.SZ,易事特,B-
2021,300376,300376.SZ,易事特,B-
2022,300376,300376.SZ,易事特,B-
2018,300383,300383.SZ,光环新网,B-
2019,300383,300383.SZ,光环新网,C+
2021,300383,300383.SZ,光环新网,B
2022,300383,300383.SZ,光环新网,B
2023,300383,300383.SZ,光环新网,B
2022,300390,300390.SZ,天华新能,B-
2023,300390,300390.SZ,天华新能,B-
2023,300395,300395.SZ,菲利华,B-
2018,300408,300408.SZ,三环集团,B
2019,300408,300408.SZ,三环集团,B
2020,300408,300408.SZ,三环集团,B
2021,300408,300408.SZ,三环集团,B
2022,300408,300408.SZ,三环集团,C+
2023,300408,300408.SZ,三环集团,B-
2019,300413,300413.SZ,芒果超媒,B-
2020,300413,300413.SZ,芒果超媒,B
2021,300413,300413.SZ,芒果超媒,B-
2022,300413,300413.SZ,芒果超媒,B+
2023,300413,300413.SZ,芒果超媒,B+
2018,300418,300418.SZ,昆仑万维,C+
2019,300418,300418.SZ,昆仑万维,C+
2020,300418,300418.SZ,昆仑万维,C+
2021,300418,300418.SZ,昆仑万维,C+
2022,300418,300418.SZ,昆仑万维,C+
2023,300418,300418.SZ,昆仑万维,C+
2018,300433,300433.SZ,蓝思科技,B-
2019,300433,300433.SZ,蓝思科技,B+
2020,300433,300433.SZ,蓝思科技,B+
2021,300433,300433.SZ,蓝思科技,B+
2022,300433,300433.SZ,蓝思科技,B
2023,300433,300433.SZ,蓝思科技,B+
2023,300438,300438.SZ,鹏辉能源,B-
2023,300442,300442.SZ,润泽科技,C+
2019,300450,300450.SZ,先导智能,B-
2021,300450,300450.SZ,先导智能,B-
2022,300450,300450.SZ,先导智能,B+
2023,300450,300450.SZ,先导智能,B+
2022,300454,300454.SZ,深信服,B-
2023,300454,300454.SZ,深信服,B
2019,300459,300459.SZ,汤姆猫,B-
2020,300459,300459.SZ,汤姆猫,B-
2021,300463,300463.SZ,迈克生物,B+
2022,300463,300463.SZ,迈克生物,B+
2020,300474,300474.SZ,景嘉微,B-
2021,300474,300474.SZ,景嘉微,B-
2022,300474,300474.SZ,景嘉微,B-
2023,300474,300474.SZ,景嘉微,B-
2020,300482,300482.SZ,万孚生物,B-
2021,300482,300482.SZ,万孚生物,B-
2022,300482,300482.SZ,万孚生物,B-
2023,300482,300482.SZ,万孚生物,B-
2023,300487,300487.SZ,蓝晓科技,B
2020,300496,300496.SZ,中科创达,B-
2022,300496,300496.SZ,中科创达,B-
2023,300496,300496.SZ,中科创达,B
2019,300498,300498.SZ,温氏股份,B-
2020,300498,300498.SZ,温氏股份,B
2021,300498,300498.SZ,温氏股份,B+
2022,300498,300498.SZ,温氏股份,B+
2023,300498,300498.SZ,温氏股份,B+
2021,300529,300529.SZ,健帆生物,B-
2022,300529,300529.SZ,健帆生物,B-
2023,300529,300529.SZ,健帆生物,C+
2020,300558,300558.SZ,贝达药业,B-
2021,300558,300558.SZ,贝达药业,B-
2022,300558,300558.SZ,贝达药业,B+
2023,300558,300558.SZ,贝达药业,B+
2023,300568,300568.SZ,星源材质,C+
2020,300595,300595.SZ,欧普康视,C+
2021,300595,300595.SZ,欧普康视,C+
2022,300595,300595.SZ,欧普康视,C+
2023,300595,300595.SZ,欧普康视,C+
2020,300601,300601.SZ,康泰生物,B-
2021,300601,300601.SZ,康泰生物,C+
2022,300601,300601.SZ,康泰生物,A-
2023,300601,300601.SZ,康泰生物,A-
2023,300604,300604.SZ,长川科技,C+
2020,300618,300618.SZ,寒锐钴业,B-
2021,300618,300618.SZ,寒锐钴业,B-
2022,300618,300618.SZ,寒锐钴业,B
2023,300618,300618.SZ,寒锐钴业,B
2020,300628,300628.SZ,亿联网络,B-
2021,300628,300628.SZ,亿联网络,B-
2022,300628,300628.SZ,亿联网络,B-
2023,300628,300628.SZ,亿联网络,B-
2020,300630,300630.SZ,普利制药,B-
2021,300630,300630.SZ,普利制药,B-
2022,300630,300630.SZ,普利制药,B-
2022,300661,300661.SZ,圣邦微电子,B-
2023,300661,300661.SZ,圣邦微电子,B-
2021,300676,300676.SZ,华大基因,B
2022,300676,300676.SZ,华大基因,B+
2023,300676,300676.SZ,华大基因,B+
2021,300677,300677.SZ,英科医疗,B-
2022,300677,300677.SZ,英科医疗,B+
2023,300677,300677.SZ,英科医疗,B+
2023,300682,300682.SZ,朗新科技,B+
2021,300699,300699.SZ,光威复材,B
2022,300699,300699.SZ,光威复材,B-
2023,300699,300699.SZ,光威复材,B-
2022,300724,300724.SZ,捷佳伟创,B-
2023,300724,300724.SZ,捷佳伟创,B-
2021,300741,300741.SZ,华宝股份,B
2022,300741,300741.SZ,华宝股份,C+
2023,300741,300741.SZ,华宝股份,C+
2023,300748,300748.SZ,金力永磁,B+
2022,300750,300750.SZ,宁德时代,B+
2023,300750,300750.SZ,宁德时代,A-
2022,300751,300751.SZ,迈为股份,B-
2023,300751,300751.SZ,迈为股份,B-
2022,300759,300759.SZ,康龙化成,A-
2023,300759,300759.SZ,康龙化成,A-
2022,300760,300760.SZ,迈瑞医疗,B+
2023,300760,300760.SZ,迈瑞医疗,B+
2022,300763,300763.SZ,锦浪科技,B-
2023,300763,300763.SZ,锦浪科技,B-
2022,300769,300769.SZ,德方纳米,B-
2023,300769,300769.SZ,德方纳米,B
2023,300776,300776.SZ,帝尔激光,B-
2022,300782,300782.SZ,卓胜微,B
2023,300782,300782.SZ,卓胜微,B
2022,300832,300832.SZ,新产业,B+
2023,300832,300832.SZ,新产业,B+
2023,300850,300850.SZ,新强联,B-
2023,300861,300861.SZ,美畅股份,B
2022,300866,300866.SZ,安克创新,C+
2023,300866,300866.SZ,安克创新,C+
2022,300869,300869.SZ,康泰医学,B-
2022,300888,300888.SZ,稳健医疗,B
2023,300888,300888.SZ,稳健医疗,B
2022,300896,300896.SZ,爱美客,B+
2023,300896,300896.SZ,爱美客,A-
2022,300919,300919.SZ,中伟股份,B+
2023,300919,300919.SZ,中伟股份,B+
2022,300957,300957.SZ,贝泰妮,B+
2023,300957,300957.SZ,贝泰妮,B+
2022,300979,300979.SZ,华利集团,B+
2023,300979,300979.SZ,华利集团,B+
2022,300999,300999.SZ,金龙鱼,B+
2023,300999,300999.SZ,金龙鱼,A-
2023,301029,301029.SZ,怡合达,B-
2015,600000,600000.SH,浦发银行,B
2016,600000,600000.SH,浦发银行,B
2017,600000,600000.SH,浦发银行,B
2018,600000,600000.SH,浦发银行,B
2019,600000,600000.SH,浦发银行,B
2020,600000,600000.SH,浦发银行,B
2021,600000,600000.SH,浦发银行,B
2022,600000,600000.SH,浦发银行,B+
2023,600000,600000.SH,浦发银行,B+
2018,600004,600004.SH,白云机场,C+
2019,600004,600004.SH,白云机场,C+
2020,600004,600004.SH,白云机场,B
2018,600006,600006.SH,东风汽车,B+
2019,600006,600006.SH,东风汽车,B
2020,600006,600006.SH,东风汽车,B
2021,600006,600006.SH,东风汽车,B-
2022,600006,600006.SH,东风汽车,B-
2015,600008,600008.SH,首创环保,C+
2016,600008,600008.SH,首创环保,C+
2017,600008,600008.SH,首创环保,C+
2018,600008,600008.SH,首创环保,B-
2019,600008,600008.SH,首创环保,B
2020,600008,600008.SH,首创环保,B
2021,600008,600008.SH,首创环保,B
2022,600008,600008.SH,首创环保,A-
2023,600008,600008.SH,首创环保,A-
2015,600009,600009.SH,上海机场,B-
2016,600009,600009.SH,上海机场,C+
2017,600009,600009.SH,上海机场,C+
2018,600009,600009.SH,上海机场,B-
2019,600009,600009.SH,上海机场,B-
2020,600009,600009.SH,上海机场,B
2021,600009,600009.SH,上海机场,B
2022,600009,600009.SH,上海机场,B-
2023,600009,600009.SH,上海机场,B
2015,600010,600010.SH,包钢股份,C+
2016,600010,600010.SH,包钢股份,C+
2017,600010,600010.SH,包钢股份,B-
2018,600010,600010.SH,包钢股份,B
2019,600010,600010.SH,包钢股份,B
2020,600010,600010.SH,包钢股份,B
2021,600010,600010.SH,包钢股份,B-
2022,600010,600010.SH,包钢股份,B
2023,600010,600010.SH,包钢股份,B
2015,600011,600011.SH,华能国际,C
2016,600011,600011.SH,华能国际,C
2018,600011,600011.SH,华能国际,B+
2019,600011,600011.SH,华能国际,B+
2020,600011,600011.SH,华能国际,B+
2021,600011,600011.SH,华能国际,B+
2022,600011,600011.SH,华能国际,B+
2023,600011,600011.SH,华能国际,B+
2015,600015,600015.SH,华夏银行,B-
2016,600015,600015.SH,华夏银行,B-
2017,600015,600015.SH,华夏银行,B-
2018,600015,600015.SH,华夏银行,B-
2019,600015,600015.SH,华夏银行,B-
2020,600015,600015.SH,华夏银行,B
2021,600015,600015.SH,华夏银行,B
2022,600015,600015.SH,华夏银行,B
2023,600015,600015.SH,华夏银行,B
2015,600016,600016.SH,中国民生银行,B
2016,600016,600016.SH,中国民生银行,B
2017,600016,600016.SH,中国民生银行,B
2018,600016,600016.SH,中国民生银行,B
2019,600016,600016.SH,中国民生银行,B
2020,600016,600016.SH,中国民生银行,B+
2021,600016,600016.SH,中国民生银行,B+
2022,600016,600016.SH,中国民生银行,A-
2023,600016,600016.SH,中国民生银行,A-
2018,600017,600017.SH,日照港,B-
2019,600017,600017.SH,日照港,B-
2020,600017,600017.SH,日照港,B-
2015,600018,600018.SH,上港集团,B+
2016,600018,600018.SH,上港集团,B+
2017,600018,600018.SH,上港集团,B+
2018,600018,600018.SH,上港集团,B+
2019,600018,600018.SH,上港集团,B+
2020,600018,600018.SH,上港集团,B
2021,600018,600018.SH,上港集团,B
2022,600018,600018.SH,上港集团,B+
2023,600018,600018.SH,上港集团,B+
2015,600019,600019.SH,宝钢股份,B+
2016,600019,600019.SH,宝钢股份,B+
2017,600019,600019.SH,宝钢股份,B
2018,600019,600019.SH,宝钢股份,B+
2019,600019,600019.SH,宝钢股份,B+
2020,600019,600019.SH,宝钢股份,B+
2021,600019,600019.SH,宝钢股份,B+
2022,600019,600019.SH,宝钢股份,A-
2023,600019,600019.SH,宝钢股份,A-
2016,600021,600021.SH,上海电力,B+
2017,600021,600021.SH,上海电力,B
2018,600021,600021.SH,上海电力,B+
2019,600021,600021.SH,上海电力,B+
2020,600021,600021.SH,上海电力,B+
2021,600021,600021.SH,上海电力,B
2022,600021,600021.SH,上海电力,B+
2023,600021,600021.SH,上海电力,B
2016,600022,600022.SH,山东钢铁,B-
2016,600022,600022.SH,山东钢铁,B-
2018,600022,600022.SH,山东钢铁,B
2019,600022,600022.SH,山东钢铁,B
2020,600022,600022.SH,山东钢铁,B
2021,600022,600022.SH,山东钢铁,B
2022,600022,600022.SH,山东钢铁,A-
2023,600022,600022.SH,山东钢铁,A-
2015,600023,600023.SH,浙能电力,B-
2016,600023,600023.SH,浙能电力,B-
2017,600023,600023.SH,浙能电力,B-
2018,600023,600023.SH,浙能电力,B
2019,600023,600023.SH,浙能电力,B
2018,600025,600025.SH,华能水电,B
2019,600025,600025.SH,华能水电,B
2020,600025,600025.SH,华能水电,B-
2021,600025,600025.SH,华能水电,B
2022,600025,600025.SH,华能水电,B-
2023,600025,600025.SH,华能水电,B-
2018,600026,600026.SH,中远海能,B+
2019,600026,600026.SH,中远海能,A-
2020,600026,600026.SH,中远海能,A-
2021,600026,600026.SH,中远海能,A-
2022,600026,600026.SH,中远海能,A-
2015,600027,600027.SH,华电国际,C+
2016,600027,600027.SH,华电国际,C+
2019,600027,600027.SH,华电国际,B+
2020,600027,600027.SH,华电国际,B+
2021,600027,600027.SH,华电国际,A-
2022,600027,600027.SH,华电国际,A-
2023,600027,600027.SH,华电国际,A-
2015,600028,600028.SH,中国石化,C+
2016,600028,600028.SH,中国石化,C+
2017,600028,600028.SH,中国石化,C+
2018,600028,600028.SH,中国石化,C+
2019,600028,600028.SH,中国石化,B
2020,600028,600028.SH,中国石化,B+
2021,600028,600028.SH,中国石化,B+
2022,600028,600028.SH,中国石化,A-
2023,600028,600028.SH,中国石化,A-
2015,600029,600029.SH,南方航空,B
2016,600029,600029.SH,南方航空,B
2017,600029,600029.SH,南方航空,B
2018,600029,600029.SH,南方航空,B-
2019,600029,600029.SH,南方航空,B+
2020,600029,600029.SH,南方航空,B+
2021,600029,600029.SH,南方航空,B+
2022,600029,600029.SH,南方航空,B+
2023,600029,600029.SH,南方航空,A-
2015,600030,600030.SH,中信证券,C+
2016,600030,600030.SH,中信证券,C+
2017,600030,600030.SH,中信证券,B-
2018,600030,600030.SH,中信证券,B
2019,600030,600030.SH,中信证券,B+
2020,600030,600030.SH,中信证券,B+
2021,600030,600030.SH,中信证券,B+
2022,600030,600030.SH,中信证券,B+
2023,600030,600030.SH,中信证券,B+
2015,600031,600031.SH,三一重工,C+
2016,600031,600031.SH,三一重工,B-
2017,600031,600031.SH,三一重工,C+
2018,600031,600031.SH,三一重工,C+
