证券代码,证券简称,综合评级,年度,综合得分,E评级,E得分,S评级,S得分,G评级,G得分
000822.SZ,山东海化,BBB,2009,82.38,CCC,68.88,BBB,83.65,A,88.42
000823.SZ,超声电子,B,2009,70.07,C,55.88,CC,64.63,BBB,81
000825.SZ,太钢不锈,BB,2009,79.3,B,70.67,B,74.09,A,87.21
000826.SZ,启迪环境,B,2009,73.19,C,59.6,CCC,69.07,BBB,81.97
000828.SZ,东莞控股,CCC,2009,68.46,C,58.82,C,47.22,BBB,83.25
000829.SZ,天音控股,B,2009,71.72,C,49.66,BB,75.58,BB,79.88
000830.SZ,鲁西化工,BB,2009,75.75,C,59.25,CCC,69.69,A,88.26
000831.SZ,中国稀土,BB,2009,77.15,B,70.83,BB,79.52,BB,78.77
000833.SZ,粤桂股份,B,2009,73.01,CC,60.98,CC,62.45,A,86.27
000836.SZ,富通信息,B,2009,71.26,CC,63.7,CC,63.77,BBB,80.18
000837.SZ,秦川机床,B,2009,73.26,CC,60.01,CCC,69.46,BBB,82.58
000838.SZ,财信发展,B,2009,72.59,C,58.26,B,70.54,BB,79.26
000839.SZ,ST国安,B,2009,73.96,CC,62.16,CCC,66.84,BBB,83.12
000848.SZ,承德露露,B,2009,71.63,C,52.24,CCC,66.35,A,85.09
000850.SZ,华茂股份,B,2009,73.6,C,54.66,B,72.54,BBB,83.99
000851.SZ,高鸿股份,BBB,2009,82,CC,61.21,AAA,100,BBB,84.97
000852.SZ,石化机械,CCC,2009,67.09,C,47.5,CC,60.1,BBB,81.82
000856.SZ,冀东装备,CCC,2009,66.69,C,57.61,CC,60.55,BB,75.47
000858.SZ,五粮液,BB,2009,79.6,CC,64.97,B,73.35,AA,91.28
000859.SZ,国风新材,CCC,2009,68.83,C,52.87,C,55.75,A,85.81
000860.SZ,顺鑫农业,B,2009,72.45,CC,60.98,CCC,68.47,BBB,81
000861.SZ,海印股份,BB,2009,77.8,C,59.35,BBB,80.15,A,87.94
000862.SZ,银星能源,B,2009,72.98,C,54.03,CCC,69.63,BBB,84.02
000863.SZ,三湘印象,B,2009,71.31,C,53.09,B,70.54,BB,78.05
000868.SZ,安凯客车,CCC,2009,69.99,C,51.14,CCC,65.26,BBB,82.82
000869.SZ,张裕A,BB,2009,78.31,CC,61.47,BB,79.22,A,86.3
000875.SZ,吉电股份,CCC,2009,66.39,C,56.94,C,53.37,BB,78.62
000876.SZ,新希望,BB,2009,76.64,CC,64.97,BB,75.74,BBB,83.2
000877.SZ,天山股份,B,2009,73.79,C,59.25,B,71.68,BBB,82.64
000878.SZ,云南铜业,BB,2009,76.25,CCC,67.79,CCC,67.86,A,86.22
000880.SZ,潍柴重机,B,2009,70.66,C,50.5,CC,60.1,A,88.09
000881.SZ,中广核技,B,2009,74.84,C,58.6,B,73.52,BBB,84.02
000882.SZ,华联股份,CCC,2009,67.95,C,51.07,CCC,66.02,BB,79.89
000883.SZ,湖北能源,B,2009,72.32,C,51.23,BB,75.95,BBB,80.24
000885.SZ,城发环境,B,2009,70.44,CC,62.26,C,55.1,BBB,81.81
000886.SZ,海南高速,BBB,2009,80.11,C,54.67,A,85.16,BBB,83.71
000887.SZ,中鼎股份,B,2009,70.41,CC,60.43,C,58.1,BBB,83.81
000888.SZ,峨眉山A,B,2009,70.77,C,52.51,CC,62.86,BBB,84.4
000889.SZ,ST中嘉,B,2009,70.63,C,54.42,CCC,65.99,BBB,80.91
000890.SZ,法尔胜,B,2009,71.31,C,55.88,CC,61.41,A,85.87
000892.SZ,欢瑞世纪,CC,2009,63.13,C,44.46,C,51.33,BBB,83.33
000893.SZ,亚钾国际,CCC,2009,69.56,C,59.19,CC,62.91,BB,79.34
000895.SZ,双汇发展,BBB,2009,80.78,B,70.61,B,74.46,AA,90.23
000897.SZ,津滨发展,BB,2009,78.29,C,53.09,BBB,84.57,BBB,80.66
000898.SZ,鞍钢股份,BB,2009,77.91,B,70.81,CCC,68.59,A,87.83
000899.SZ,赣能股份,B,2009,72.56,C,56.37,CC,61.53,A,86.84
000900.SZ,现代投资,BB,2009,75.85,CCC,65.21,CCC,68.42,A,85.09
000901.SZ,航天科技,B,2009,71,C,57.45,CCC,69.96,BB,78.62
000902.SZ,新洋丰,CCC,2009,69.56,C,50.5,B,70.82,BB,78.44
000903.SZ,云内动力,BB,2009,76.25,C,59.25,B,70.09,A,89.08
000905.SZ,厦门港务,CCC,2009,66.9,C,52.92,C,47.22,BBB,83.44
000906.SZ,浙商中拓,BB,2009,77.88,C,59.34,A,85.35,BBB,83.36
000908.SZ,景峰医药,B,2009,70.98,C,57.61,CCC,67.33,BBB,80.26
000909.SZ,数源科技,B,2009,70.25,C,52.5,B,71.91,BB,77.4
000910.SZ,大亚圣象,B,2009,70.21,C,55.88,CCC,68.7,BB,78.54
000911.SZ,南宁糖业,BB,2009,77.91,CCC,66.76,BB,75.81,A,85.02
000912.SZ,泸天化,BB,2009,79.54,CCC,65.02,B,73.19,AA,91.23
000913.SZ,钱江摩托,B,2009,72.53,CC,61.52,CCC,65.62,BBB,82.82
000915.SZ,华特达因,B,2009,73.34,CC,62.67,CC,64,A,85.09
000917.SZ,电广传媒,BB,2009,78.17,C,59.62,BBB,80.75,A,86.43
000918.SZ,嘉凯城,B,2009,72.31,C,56.24,B,74.71,BB,75.33
000919.SZ,金陵药业,B,2009,72.09,C,52.24,CCC,67.84,A,85.09
000920.SZ,沃顿科技,BB,2009,76.14,CC,64.32,CC,64.12,AA,90.28
000921.SZ,海信家电,CCC,2009,65.67,CC,63.46,C,59.06,B,71.25
000922.SZ,佳电股份,CCC,2009,68.62,CC,61.67,C,59.06,BB,78.62
000923.SZ,河钢资源,CCC,2009,69.89,C,48.77,CCC,68.77,BBB,80.9
000925.SZ,众合科技,B,2009,70.09,CCC,65.05,C,58.01,BBB,80.82
000926.SZ,福星股份,BB,2009,77.75,CC,63.44,BB,78.31,BBB,81.93
000927.SZ,中国铁物,B,2009,70.09,C,59.25,C,58.2,BBB,83.63
000928.SZ,中钢国际,CCC,2009,66.51,C,49.96,CC,60.6,BB,78.67
000929.SZ,兰州黄河,B,2009,70.43,CC,60.98,CC,62.45,BBB,80.64
000930.SZ,中粮科技,BB,2009,77.39,CCC,69.09,CCC,69.76,A,86.78
000931.SZ,中关村,B,2009,74.25,C,57.61,B,72.67,BBB,83.81
000932.SZ,华菱钢铁,B,2009,74.81,CCC,65.16,CCC,68.47,BBB,84.02
000933.SZ,神火股份,BB,2009,76.22,C,59.4,B,73.53,A,86.63
000935.SZ,四川双马,B,2009,71.43,C,59.14,CC,64.12,BBB,82.64
000936.SZ,华西股份,CCC,2009,69.45,C,55.88,C,57.74,BBB,84.28
000937.SZ,冀中能源,BB,2009,79.5,CC,60.52,A,86.9,BBB,83.16
000938.SZ,紫光股份,B,2009,72.78,C,57.45,CCC,67.33,BBB,84.28
000948.SZ,南天信息,B,2009,73.67,C,47.84,BB,78.26,BBB,84.73
000949.SZ,新乡化纤,CCC,2009,67.32,C,55.88,CC,60.45,BB,77.8
000950.SZ,重药控股,BBB,2009,80.11,C,53.63,AAA,100,BBB,84.89
000951.SZ,中国重汽,B,2009,72.11,C,51.14,CCC,69.96,BBB,84.28
000952.SZ,广济药业,BBB,2009,80.24,CCC,69.03,B,72.34,AA,91.28
000953.SZ,河化股份,C,2009,58.12,C,57.67,C,29.01,BB,77.98
000955.SZ,欣龙控股,CCC,2009,65.29,C,47.5,CC,62.91,BB,75.99
000957.SZ,中通客车,B,2009,70.89,C,55.88,CCC,68.47,BBB,80.18
000958.SZ,电投产融,CCC,2009,66.12,C,55.11,CC,62.02,B,73.8
000959.SZ,首钢股份,BB,2009,76.95,CCC,65.16,B,71.47,A,86.65
000960.SZ,锡业股份,BB,2009,79.28,B,70.61,BB,79.66,BBB,83.46
000961.SZ,中南建设,B,2009,73.94,C,58.49,BB,77.05,BB,76.08
000962.SZ,东方钽业,B,2009,71.35,C,59.34,CC,64.09,BBB,82.38
000963.SZ,华东医药,BB,2009,78.97,C,59.22,AAA,100,BBB,80.51
000965.SZ,天保基建,BB,2009,77.66,C,51.51,BBB,83.07,BBB,81.17
000966.SZ,长源电力,B,2009,70.85,C,57.84,CCC,66.13,BB,79.86
000967.SZ,盈峰环境,CCC,2009,69.84,CC,63.6,C,59.92,BB,79.72
000968.SZ,蓝焰控股,BB,2009,75.51,C,59.5,BB,76.63,BBB,82.4
000969.SZ,安泰科技,BB,2009,79.29,CCC,69.02,BB,76.41,A,86.48
000970.SZ,中科三环,B,2009,71.55,C,59.25,CC,60.78,A,85.09
000971.SZ,ST高升,CC,2009,63.87,C,54.42,B,73.85,CC,64.23
000972.SZ,ST中基,B,2009,70.04,CC,60.43,CC,63.9,BB,79.09
000973.SZ,佛塑科技,CCC,2009,68.63,C,54.66,CCC,65.61,BB,77.8
000975.SZ,银泰黄金,B,2009,70.01,C,56.26,B,71.53,BB,75.5
000976.SZ,华铁股份,CCC,2009,67.46,C,55.88,CC,61.41,BB,77.45
000977.SZ,浪潮信息,B,2009,73.6,C,55.88,CCC,69.98,A,85.09
000978.SZ,桂林旅游,B,2009,71.7,C,47.36,CCC,67.21,A,85.21
000980.SZ,众泰汽车,CCC,2009,69.96,C,45.76,CCC,67.74,BBB,83.81
000981.SZ,山子股份,CC,2009,60.01,C,51.14,C,53.04,CCC,69.24
000982.SZ,中银绒业,CCC,2009,68.5,C,56.1,BBB,81.88,CCC,65.81
000983.SZ,山西焦煤,BBB,2009,80.57,CC,62.87,A,85.23,A,85.65
000985.SZ,大庆华科,B,2009,71.07,C,57.67,CCC,65.15,BBB,81.9
000987.SZ,越秀资本,BBB,2009,81.74,CC,62.28,BBB,80.31,AA,92.01
000988.SZ,华工科技,B,2009,73.35,CC,61.52,B,70.95,BBB,81
000989.SZ,九芝堂,BB,2009,75.63,C,57.61,B,72.54,A,86.91
000990.SZ,诚志股份,B,2009,73.75,C,55.88,B,71.68,BBB,84.28
000993.SZ,闽东电力,B,2009,73.46,CC,62.59,CCC,65.95,BBB,83.1
000995.SZ,*ST皇台,CCC,2009,66.33,C,47.5,CCC,66.35,BB,75.93
000996.SZ,中国中期,BB,2009,77.79,C,49.66,AAA,95.12,BBB,84.12
000997.SZ,新大陆,BBB,2009,80.41,BB,77.36,BBB,83.68,BBB,80.5
000998.SZ,隆平高科,CCC,2009,69.78,CC,64.22,C,55.56,AA,91.33
000999.SZ,华润三九,B,2009,72.25,C,47.5,B,71.68,A,85.27
001696.SZ,宗申动力,CCC,2009,68.84,C,50.5,CC,62.27,BBB,82.64
001896.SZ,豫能控股,CCC,2009,67.04,C,53.18,C,59.14,BB,78.35
001914.SZ,招商积余,A,2009,87.73727315,B,72.47064866,A,87.5201003,AA,92.9723319
002001.SZ,新和成,BBB,2009,82.29,B,72.41,BBB,82.1,A,87.47
002002.SZ,鸿达兴业,CC,2009,60.16,C,55.88,CC,64,C,59.77
002003.SZ,伟星股份,BB,2009,78.34,CCC,69.03,BB,79.4,BBB,82.38
002004.SZ,华邦健康,B,2009,72.76,C,50.5,B,72.54,BBB,84.28
002005.SZ,ST德豪,CC,2009,64.62,C,55.35,C,53.04,BB,77.16
002006.SZ,精功科技,CCC,2009,67.6,CC,62.95,CC,60.23,B,74.94
002007.SZ,华兰生物,B,2009,73.08,C,47.5,B,73.4,A,85.91
002008.SZ,大族激光,B,2009,73.95,C,57.61,B,70.19,BBB,84.84
002009.SZ,天奇股份,B,2009,74.22,C,59.25,B,74.3,BBB,81.82
002010.SZ,传化智联,B,2009,74.02,C,56.56,BB,78.99,BBB,81.82
002011.SZ,盾安环境,CCC,2009,69.92,C,59.25,CC,60.78,BBB,81.53
002012.SZ,凯恩股份,B,2009,72.35,CC,63.94,CCC,67.11,BBB,80.18
002013.SZ,中航机电,CCC,2009,69.72,C,57.7,C,58.2,BBB,83.63
002014.SZ,永新股份,BB,2009,79.68,CCC,69.03,BB,77.67,A,86.48
002015.SZ,协鑫能科,B,2009,70.88,C,59.19,CC,60.55,BBB,83.81
002016.SZ,世荣兆业,BBB,2009,82.92,CC,60.9,A,87.94,A,85.42
002017.SZ,东信和平,B,2009,72.16,C,51.14,B,72.54,BBB,82.64
002019.SZ,亿帆医药,BB,2009,78.74,CCC,67.79,B,72.7,A,88.42
002020.SZ,京新药业,B,2009,71.78,C,57.61,CCC,66.98,BBB,82.26
002021.SZ,ST中捷,B,2009,70.06,C,52.87,C,58.2,A,86.83
002022.SZ,*ST科华,CCC,2009,69.91,C,52.24,CC,60.78,A,85.09
002023.SZ,海特高新,B,2009,72.68,C,45.76,CCC,65.49,AA,91.28
002024.SZ,ST易购,BB,2009,76.6,C,51.65,AAA,95.12,BBB,81.19
002025.SZ,航天电器,B,2009,72.28,C,59.74,C,59.26,A,87.47
002026.SZ,山东威达,CCC,2009,69.39,C,51.14,C,59.92,A,85.09
002027.SZ,分众传媒,CCC,2009,68.88,C,52.52,CCC,67.19,BBB,80.33
002028.SZ,思源电气,BB,2009,77.66,CC,61.88,B,72.68,A,89.08
002029.SZ,七匹狼,BB,2009,77.15,C,58.01,BB,78.23,A,86.19
002030.SZ,达安基因,CCC,2009,67.38,C,52.87,CC,63.13,BB,77.65
002031.SZ,巨轮智能,B,2009,73.94,C,57.61,B,73.4,BBB,82.64
002032.SZ,苏泊尔,B,2009,73.41,C,55.88,CC,64.63,A,88.29
002033.SZ,丽江股份,BBB,2009,81.26,CC,60.86,BB,78.56,AA,91.77
002034.SZ,旺能环境,CCC,2009,69.6,C,57.95,CC,61.31,BBB,80.81
002035.SZ,华帝股份,BB,2009,77.8,CCC,68.69,BB,76.32,BBB,83.46
002036.SZ,联创电子,B,2009,74.64,C,57.67,CCC,66.35,A,88.91
002037.SZ,保利联合,CCC,2009,69.1,C,51.14,CC,62.63,BBB,82.64
002038.SZ,双鹭药业,B,2009,71.9,C,47.5,B,70.82,A,85.09
002039.SZ,黔源电力,BB,2009,79.38,CC,63.95,BBB,82.76,BBB,84.75
002040.SZ,南京港,B,2009,71.23,CC,61.59,C,55.82,BBB,83.44
002041.SZ,登海种业,B,2009,71.27,CC,64.22,C,54.18,AAA,97.33
002042.SZ,华孚时尚,B,2009,73.85,B,70.61,CC,63.08,BBB,82.76
002043.SZ,兔宝宝,B,2009,72.77,CCC,67.32,CC,63.49,BBB,81.82
002044.SZ,美年健康,CC,2009,62.1,C,49.57,C,47.43,BB,79.57
002045.SZ,国光电器,BB,2009,77.1,B,70.67,B,71.01,BBB,84.48
002046.SZ,国机精工,B,2009,71.29,C,45.76,B,70.82,BBB,84.63
002047.SZ,宝鹰股份,CC,2009,64.03,C,40.78,C,58.2,BB,79.47
002048.SZ,宁波华翔,B,2009,73.34,C,56.92,CC,63.43,A,88.42
002049.SZ,紫光国微,B,2009,72.53,C,53.96,CCC,66.48,A,86.09
002050.SZ,三花智控,B,2009,71.87,C,57.45,B,71.68,BB,79.36
002051.SZ,中工国际,CCC,2009,67.57,C,46.98,CCC,66.19,BB,78.67
002052.SZ,*ST同洲,CCC,2009,66.69,C,45.76,CC,60.1,BBB,81.82
002053.SZ,云南能投,B,2009,73.5,CCC,66.63,CCC,68.69,BBB,80.26
002054.SZ,德美化工,BB,2009,76.73,CC,63.45,B,72.34,A,86.48
002055.SZ,得润电子,B,2009,71.77,C,51.14,CC,64.8,A,87.01
002056.SZ,横店东磁,BB,2009,76.42,CCC,67.59,CCC,67,A,87.29
002057.SZ,中钢天源,B,2009,71.96,C,57.67,B,71.68,BB,79.44
002058.SZ,威尔泰,B,2009,70.26,C,47.5,CCC,65.49,A,85.09
002059.SZ,云南旅游,CCC,2009,68.84,C,57.34,C,55.87,BBB,83.59
002060.SZ,粤水电,CCC,2009,69,C,56.27,CCC,68.29,BB,75.78
002061.SZ,浙江交科,CCC,2009,69.08,C,53.99,CC,63.28,BBB,80.45
002062.SZ,宏润建设,BB,2009,75.12,CCC,66.1,BB,78.31,BB,77.42
002063.SZ,远光软件,BBB,2009,82.75,B,70.65,BBB,83,A,88.78
002064.SZ,华峰化学,BB,2009,77.11,CC,63.45,BB,76.83,BBB,84.28
002065.SZ,东华软件,BB,2009,76.28,CC,63.8,B,74.49,BBB,83.41
002066.SZ,瑞泰科技,B,2009,72.78,C,57.67,B,70.82,BBB,81.82
002067.SZ,景兴纸业,CCC,2009,69.67,CC,60.98,C,59.06,BBB,81.26
002068.SZ,黑猫股份,CCC,2009,69.78,C,57.67,CC,64.63,BB,79.44
002069.SZ,ST獐子岛,CCC,2009,69.51,CC,64.22,C,58.58,A,86.53
002072.SZ,凯瑞德,C,2009,57.54,C,57.22,CCC,68.2,C,52.95
002073.SZ,软控股份,B,2009,73.02,C,52.87,B,72.54,BBB,83.63
002074.SZ,国轩高科,B,2009,72.83,CC,63.88,CC,64.8,BBB,82.82
002075.SZ,沙钢股份,CC,2009,61.56,C,55.88,C,53.04,B,70.2
002076.SZ,*ST雪莱,B,2009,73.11,CC,63.6,CC,60.78,A,86.27
002077.SZ,大港股份,B,2009,72.53,CC,63.65,B,70.54,BB,77.35
002078.SZ,太阳纸业,BB,2009,78.05,B,74.09,BB,75.32,BBB,81.92
002079.SZ,苏州固锝,B,2009,70.2,C,53.33,CC,60.36,A,85.45
002080.SZ,中材科技,BB,2009,79.93,CC,63.23,BB,78.76,A,89.24
002081.SZ,金螳螂,B,2009,74.47,CC,61.43,B,74.65,BBB,80.78
002082.SZ,万邦德,B,2009,73.2,C,54.66,B,70.82,BBB,84.28
002083.SZ,孚日股份,CCC,2009,68.71,C,54.06,CC,60.1,BBB,82
002084.SZ,海鸥住工,B,2009,72.16,CCC,69.09,B,74.19,B,72.36
002085.SZ,万丰奥威,CCC,2009,68.75,C,45.76,CC,63.13,BBB,84.28
002086.SZ,ST东洋,B,2009,73.95,CCC,66.42,CC,64.39,AA,90.13
002087.SZ,新野纺织,B,2009,72.63,CC,60.98,CCC,67.84,BBB,81.82
002088.SZ,鲁阳节能,B,2009,74.9,C,59.25,B,70.55,A,85.83
002089.SZ,*ST新海,B,2009,71.69,C,48.59,B,74.17,BBB,81.82
002090.SZ,金智科技,B,2009,71.37,C,57.18,CCC,66.35,BBB,82
002091.SZ,江苏国泰,BB,2009,79.95,CC,61.67,AAA,100,BBB,81.19
002092.SZ,中泰化学,BB,2009,76.2,C,59.67,BB,75.25,A,85.27
002093.SZ,国脉科技,BB,2009,77.78,C,58.86,BBB,83,A,85.05
002094.SZ,青岛金王,CCC,2009,68.14,C,55.88,CC,60.78,BB,79.36
002095.SZ,生意宝,B,2009,70.58,C,47.84,B,71.62,BBB,81.65
002096.SZ,南岭民爆,B,2009,72.2,C,55.88,CCC,68.83,BBB,82.82
002097.SZ,山河智能,B,2009,72.65,C,52.87,B,72.54,BBB,82.82
002098.SZ,浔兴股份,BB,2009,75.98,CCC,69.58,CCC,68.9,BBB,84.02
002099.SZ,海翔药业,B,2009,72.87,C,57.61,CCC,69.69,BBB,82.82
002100.SZ,天康生物,B,2009,74.24,C,52.87,B,73.53,A,85.63
002101.SZ,广东鸿图,B,2009,72.73,C,57.67,CCC,65.26,A,85.45
002102.SZ,ST冠福,BBB,2009,81.52,B,72.41,BB,79.4,A,87.6
002103.SZ,广博股份,B,2009,70.77,C,57.9,CCC,66.02,BBB,82
002104.SZ,恒宝股份,B,2009,70.62,C,51.14,CCC,66.35,BBB,83.46
002105.SZ,信隆健康,B,2009,74,C,59.25,CCC,68.47,A,85.27
002106.SZ,莱宝高科,BB,2009,75.13,C,55.88,B,70.19,A,88.29
002107.SZ,沃华医药,B,2009,74.33,C,52.87,B,73.4,A,85.91
002108.SZ,沧州明珠,B,2009,70.65,C,57.61,CCC,67.61,BB,79.36
002109.SZ,兴化股份,B,2009,73.02,C,57.67,CCC,65.26,A,86.09
002110.SZ,三钢闽光,CCC,2009,66.71,CCC,65.02,C,40.57,A,85.19
002111.SZ,威海广泰,B,2009,73.44,CC,60.87,CCC,67.84,BBB,83.63
002112.SZ,三变科技,B,2009,73.34,CC,60.09,CCC,67.84,BBB,83.81
002113.SZ,ST天润,BB,2009,75.78,CC,63.8,B,71.28,BBB,83.86
002114.SZ,罗平锌电,CCC,2009,68.59,CC,62.81,C,58.1,BB,78.62
002115.SZ,三维通信,BB,2009,75.71,CC,61.52,BB,76.87,BBB,82.17
002116.SZ,中国海诚,B,2009,74.8,C,59.45,CCC,69.04,A,87.55
002117.SZ,东港股份,B,2009,71.3,C,51.14,CC,64.63,A,86.09
002118.SZ,紫鑫药业,B,2009,74.87,C,52.87,B,73.4,A,87.09
002119.SZ,康强电子,C,2009,59.39,C,55.88,CC,61.64,C,59.67
002120.SZ,韵达股份,B,2009,70.75,C,54.64,C,57.48,A,85.65
002121.SZ,科陆电子,BB,2009,77.66,CCC,65.05,BB,76.87,BBB,84.63
002122.SZ,ST天马,BBB,2009,81.25,B,70.92,BB,79.4,A,87.78
002123.SZ,梦网科技,BB,2009,79.39,B,72.29,BBB,82.42,BBB,81.65
002124.SZ,天邦食品,B,2009,73.66,CC,60.98,CCC,69.96,BBB,82.64
002125.SZ,湘潭电化,B,2009,71.83,C,57.88,B,73.53,BB,77.8
002126.SZ,银轮股份,CCC,2009,68.56,C,55.88,CCC,66.35,BB,76.52
002127.SZ,南极电商,BB,2009,77.2,CCC,68.91,BB,76.59,BBB,82.84
002128.SZ,电投能源,B,2009,73.89,C,51.24,BB,75.81,BBB,83.39
002129.SZ,TCL中环,CCC,2009,69.89,CC,62.02,C,53.04,A,85.27
002130.SZ,沃尔核材,BB,2009,75.69,C,59.28,CCC,66.47,AA,90.28
002131.SZ,利欧股份,BB,2009,76.13,CCC,65.35,B,74.39,BBB,82.39
002132.SZ,恒星科技,CCC,2009,68.71,C,45.76,CC,63.13,BBB,84.19
002133.SZ,广宇集团,BBB,2009,81.38,CC,60.45,A,88.1,BBB,81.91
002134.SZ,天津普林,CCC,2009,67.84,C,57.45,CCC,66.12,B,74.31
002135.SZ,东南网架,CCC,2009,67.89,C,53.99,CCC,67.99,B,74.7
002136.SZ,安纳达,B,2009,73.46,CC,64.89,B,71.09,BB,79.44
002137.SZ,实益达,BB,2009,76.48,CC,62.16,CC,62.06,AA,90.17
002138.SZ,顺络电子,B,2009,73.21,C,51.14,B,70.82,A,86.09
002139.SZ,拓邦股份,B,2009,72.02,CC,60.51,CC,60.55,A,85.63
002140.SZ,东华科技,B,2009,73.21,C,58.79,B,70.97,BBB,81.85
002141.SZ,贤丰控股,CCC,2009,67.96,C,55.35,C,59.92,BB,79.82
002142.SZ,宁波银行,BBB,2009,81.27,CCC,67.27,BB,78.33,AA,90
002144.SZ,宏达高科,BB,2009,75.69,CC,62.22,B,70.45,A,86.09
002145.SZ,中核钛白,CC,2009,64.45,C,57.88,CCC,68.83,CC,64.86
002146.SZ,荣盛发展,BB,2009,77.81,CC,61.64,BBB,84.74,BB,76.59
002148.SZ,北纬科技,B,2009,70.13,C,47.84,CC,63.06,BBB,84.59
002149.SZ,西部材料,B,2009,72.83,C,50.32,B,71.68,A,85.09
002150.SZ,通润装备,B,2009,73.51,C,50.5,B,72.54,A,85.91
002151.SZ,北斗星通,B,2009,72.63,C,55.88,CCC,67.51,BBB,84.63
002152.SZ,广电运通,BB,2009,75.28,CC,62.56,B,73.17,BBB,83.2
002153.SZ,石基信息,BB,2009,76.25,C,58.86,BB,75.29,A,85.5
002154.SZ,报喜鸟,BB,2009,77.57,CCC,66.21,BB,77.83,BBB,83.2
002155.SZ,湖南黄金,BB,2009,79.7,CC,61.84,BB,79.37,A,88.56
002156.SZ,通富微电,B,2009,74.38,C,59.25,CCC,66.98,A,87.09
002157.SZ,正邦科技,B,2009,72.31,C,52.87,CCC,69.96,BBB,83.81
002158.SZ,汉钟精机,B,2009,74.39,C,55.88,B,72.54,A,85.09
002159.SZ,三特索道,B,2009,72.4,C,50.43,CCC,68.61,BBB,84.4
002160.SZ,常铝股份,B,2009,72.08,C,59.4,CCC,66.98,BBB,82
002161.SZ,远望谷,BB,2009,76,CC,62.56,B,74.28,BBB,84.02
002162.SZ,悦心健康,BB,2009,75.46,CCC,65.53,CCC,65.49,A,87.27
002163.SZ,海南发展,B,2009,70.02,C,51.46,CCC,67.99,BBB,80.55
002164.SZ,宁波东力,B,2009,72.98,C,53.97,BB,77.6,BBB,82
002165.SZ,红宝丽,BB,2009,75.55,CC,62.07,BB,75.25,BBB,82.64
002166.SZ,莱茵生物,BBB,2009,81.55,B,70.83,BB,79.4,A,88.47
002167.SZ,东方锆业,BB,2009,75.52,C,47.5,BB,78.37,A,87.91
002168.SZ,惠程科技,B,2009,73.13,C,55.35,CCC,68.33,A,85.45
002169.SZ,智光电气,B,2009,72.29,C,57.28,CC,64.8,A,85.01
002170.SZ,芭田股份,B,2009,74.11,CC,61.65,CC,63.74,A,87.47
002171.SZ,楚江新材,B,2009,72.85,C,59.19,B,71.68,BBB,80.62
002172.SZ,澳洋健康,CCC,2009,67.82,C,51.14,CC,60.78,BBB,81.08
002173.SZ,创新医疗,B,2009,71.19,CC,60.79,CCC,69.22,BB,79.5
002174.SZ,游族网络,BB,2009,75.49,C,54.68,BBB,81.7,BBB,83.29
002175.SZ,东方智造,BB,2009,77.45,BB,77.36,BBB,81.43,BB,75.72
002176.SZ,江特电机,B,2009,71.97,CC,60.23,CCC,68.7,BBB,80.18
002177.SZ,*ST御银,B,2009,72.02,C,52.87,CCC,65.39,A,86.27
002178.SZ,延华智能,B,2009,73.23,C,54.43,CCC,67.7,A,87.7
002179.SZ,中航光电,B,2009,72.63,C,55.88,B,71.68,BBB,81.82
002180.SZ,纳思达,B,2009,73.27,C,45.76,B,71.81,A,88.29
002181.SZ,粤传媒,B,2009,70.73,C,52.52,CC,64.64,A,86.23
002182.SZ,云海金属,B,2009,72.04,CC,60.98,CC,62.27,BBB,84.28
002183.SZ,怡亚通,B,2009,72.12,C,48.17,BBB,80.15,BBB,82.04
002184.SZ,海得控制,B,2009,73.72,CC,60.09,B,70.82,BBB,82.64
002185.SZ,华天科技,CCC,2009,67.11,C,45.76,C,55.39,A,85.91
002186.SZ,全聚德,BB,2009,79.92,CCC,65.69,AAA,100,BB,79.1
002187.SZ,广百股份,B,2009,74.41,C,49.66,AA,90.23,BB,79.8
002188.SZ,中天服务,B,2009,72.01,C,51.97,B,74.84,BBB,82.84
002189.SZ,中光学,CCC,2009,66.53,C,55.88,CC,64.8,B,73.13
002190.SZ,成飞集成,B,2009,70.57,C,52.24,CC,60.23,A,86.91
002191.SZ,劲嘉股份,BBB,2009,80.28,B,73.4,BB,76.87,A,86.09
002192.SZ,融捷股份,BB,2009,75.4,C,56.3,BB,77.64,BBB,83.63
002193.SZ,如意集团,B,2009,70.29,C,57.61,CC,64,BBB,81
002194.SZ,武汉凡谷,B,2009,71.48,C,45.76,CC,64.8,A,89.11
002195.SZ,二三四五,B,2009,70.83,C,47.84,CCC,66.13,BBB,84.59
002196.SZ,方正电机,B,2009,70.39,C,57.61,CC,63.13,BBB,81.82
002197.SZ,证通电子,B,2009,73.54,C,51.14,CCC,69.33,A,87.83
002198.SZ,嘉应制药,BB,2009,79.23,C,58.65,BB,78.76,AA,90.05
002199.SZ,东晶电子,CCC,2009,69.52,C,48.59,CC,63.49,BBB,84.28
002200.SZ,ST交投,BB,2009,75.59,CCC,65,CCC,66.48,AA,92.53
002201.SZ,正威新材,BB,2009,75.61,C,55.88,B,73.53,A,87.09
002202.SZ,金风科技,BB,2009,77.91,CCC,67.3,BB,79.3,BBB,82.38
002203.SZ,海亮股份,BB,2009,76.42,B,72.41,B,70.62,BBB,82.38
002204.SZ,大连重工,CCC,2009,69.78,C,54.7,CCC,66.98,BB,79.36
002205.SZ,国统股份,B,2009,71.92,C,50.5,CC,62.8,A,89
